003421.png;Pedestrian;0.5;7;11.305;4.305;0.615;485;157;553;333;501;126;551;331
002529.png;Pedestrian;0.5;7;11.206;4.206;0.601;472;161;530;331;481;131;520;332
004869.png;Pedestrian;0.5;7;9.780;2.780;0.397;635;144;705;323;645;90;693;337
001300.png;Pedestrian;0.5;7;8.606;1.606;0.229;342;137;407;331;353;125;406;332
007073.png;Pedestrian;0.5;7;4.483;-2.517;0.360;707;141;789;326;713;97;785;350
003464.png;Pedestrian;0.5;9;13.329;4.329;0.481;540;145;596;282;549;119;581;291
007278.png;Pedestrian;0.5;8;14.452;6.452;0.807;499;155;566;309;506;140;552;322
003476.png;Pedestrian;0.5;9;14.914;5.914;0.657;471;157;546;299;484;140;528;308
004786.png;Pedestrian;0.5;7;11.042;4.042;0.577;355;154;425;335;370;148;421;324
000841.png;Pedestrian;0.5;8;9.676;1.676;0.209;675;155;730;309;680;125;726;320
005804.png;Pedestrian;0.5;5;3.810;-1.190;0.238;827;137;917;369;834;85;924;370
007023.png;Pedestrian;0.5;7;8.057;1.057;0.151;455;147;550;328;478;132;532;329
007269.png;Pedestrian;0.5;5;7.558;2.558;0.512;415;153;487;369;413;125;480;370
002247.png;Pedestrian;0.5;9;8.252;-0.748;0.083;706;133;761;298;708;106;748;307
001348.png;Pedestrian;0.5;6;4.474;-1.526;0.254;416;145;507;352;413;125;504;348
004594.png;Pedestrian;0.5;8;10.994;2.994;0.374;543;154;602;306;548;132;587;319
005744.png;Pedestrian;0.5;7;7.685;0.685;0.098;777;142;829;322;772;114;824;337
003526.png;Pedestrian;0.5;6;5.602;-0.398;0.066;165;147;261;369;163;119;253;365
006486.png;Pedestrian;0.5;7;6.342;-0.658;0.094;173;143;262;335;195;107;265;366
004674.png;Pedestrian;0.5;8;13.822;5.822;0.728;481;157;531;303;484;135;528;310
005495.png;Pedestrian;0.5;11;16.887;5.887;0.535;567;163;604;273;571;128;604;286
004786.png;Pedestrian;0.5;9;13.275;4.275;0.475;168;150;229;308;190;145;230;307
005301.png;Pedestrian;0.5;7;11.617;4.617;0.660;378;158;438;331;384;140;433;329
006299.png;Pedestrian;0.5;8;14.008;6.008;0.751;366;134;440;300;380;120;422;308
005439.png;Pedestrian;0.5;7;3.557;-3.443;0.492;824;143;918;332;820;99;899;359
003753.png;Pedestrian;0.5;7;10.385;3.385;0.484;727;155;800;347;737;154;778;336
006458.png;Pedestrian;0.5;8;11.241;3.241;0.405;453;159;506;311;457;133;496;310
000764.png;Pedestrian;0.5;9;13.586;4.586;0.510;774;153;844;301;800;146;843;307
002487.png;Pedestrian;0.5;8;11.751;3.751;0.469;886;151;966;318;895;149;940;321
002799.png;Pedestrian;0.5;9;2.444;-6.556;0.728;721;155;791;297;737;106;790;311
000764.png;Pedestrian;0.5;9;11.036;2.036;0.226;563;160;621;315;567;160;622;293
003576.png;Pedestrian;0.5;7;5.032;-1.968;0.281;1044;141;1109;319;1036;85;1105;370
000764.png;Pedestrian;0.5;8;9.941;1.941;0.243;767;149;830;314;775;136;821;332
001124.png;Pedestrian;0.5;7;4.551;-2.449;0.350;243;146;341;333;256;117;332;365
000764.png;Pedestrian;0.5;9;12.548;3.548;0.394;650;161;696;290;633;155;687;301
002583.png;Pedestrian;0.5;9;9.423;0.423;0.047;713;156;753;287;722;122;752;282
002954.png;Pedestrian;0.5;8;5.971;-2.029;0.254;808;182;875;322;808;152;852;337
004963.png;Pedestrian;0.5;8;8.905;0.905;0.113;813;148;875;315;817;145;857;319
004786.png;Pedestrian;0.5;9;11.965;2.965;0.329;236;166;283;302;248;150;282;305
002294.png;Pedestrian;0.5;8;13.280;5.280;0.660;684;170;731;323;686;166;731;308
002487.png;Pedestrian;0.5;11;12.637;1.637;0.149;479;158;524;277;484;130;517;283
002725.png;Pedestrian;0.5;9;10.609;1.609;0.179;778;154;838;300;777;144;818;312
002954.png;Pedestrian;0.5;7;4.276;-2.724;0.389;912;155;1001;337;921;98;995;370
003464.png;Pedestrian;0.5;5;6.288;1.288;0.258;724;137;790;369;714;146;798;370
003398.png;Pedestrian;0.5;9;10.240;1.240;0.138;711;145;782;302;730;132;781;295
001467.png;Pedestrian;0.5;11;9.124;-1.876;0.171;812;154;865;284;826;137;858;282
002583.png;Pedestrian;0.5;6;9.720;3.720;0.620;844;157;895;346;835;148;881;335
003464.png;Pedestrian;0.5;5;7.131;2.131;0.426;922;160;1012;369;925;152;981;365
002487.png;Pedestrian;0.5;8;11.769;3.769;0.471;678;152;731;317;675;143;721;316
006121.png;Pedestrian;0.5;5;8.423;3.423;0.685;817;141;913;369;812;144;899;336
002583.png;Pedestrian;0.5;5;6.810;1.810;0.362;871;144;961;373;880;141;957;374
004963.png;Pedestrian;0.5;11;11.196;0.196;0.018;239;165;289;283;249;139;287;285
000764.png;Pedestrian;0.5;12;11.145;-0.855;0.071;517;154;564;269;510;130;553;290
004963.png;Pedestrian;0.5;7;8.169;1.169;0.167;725;158;785;325;740;145;784;316
002487.png;Pedestrian;0.5;9;13.803;4.803;0.534;729;160;791;302;736;161;789;310
003464.png;Pedestrian;0.5;5;8.509;3.509;0.702;825;147;887;369;807;145;896;369
001467.png;Pedestrian;0.5;6;7.317;1.317;0.220;247;165;328;374;251;154;295;372
002583.png;Pedestrian;0.5;9;10.811;1.811;0.201;778;160;829;289;782;127;812;288
002937.png;Pedestrian;0.5;7;13.617;6.617;0.945;166;189;271;358;184;182;246;349
002725.png;Pedestrian;0.5;11;13.463;2.463;0.224;258;181;301;302;254;172;291;311
003464.png;Pedestrian;0.5;5;4.172;-0.828;0.166;322;165;419;369;326;131;414;353
001467.png;Pedestrian;0.5;9;8.853;-0.147;0.016;356;172;410;301;364;165;402;307
002487.png;Pedestrian;0.5;11;11.634;0.634;0.058;567;153;624;279;565;126;612;295
004308.png;Pedestrian;0.5;7;6.408;-0.592;0.085;128;149;211;324;155;126;201;337
001106.png;Pedestrian;0.5;12;16.299;4.299;0.358;876;164;915;258;879;156;900;263
006444.png;Pedestrian;0.5;5;10.231;5.231;1.046;37;147;167;373;34;167;136;373
001487.png;Pedestrian;0.5;22;27.314;5.314;0.242;565;163;589;221;563;154;580;226
000263.png;Pedestrian;0.5;10;16.363;6.363;0.636;539;157;583;278;539;119;570;298
003398.png;Pedestrian;0.5;8;8.760;0.760;0.095;709;149;768;320;700;126;754;302
004337.png;Pedestrian;0.5;6;7.459;1.459;0.243;1107;107;1223;343;1118;95;1205;372
003398.png;Pedestrian;0.5;10;8.886;-1.114;0.111;652;150;712;285;668;126;720;297
000764.png;Pedestrian;0.5;9;13.361;4.361;0.485;596;155;652;302;605;160;656;295
002973.png;Pedestrian;0.5;16;18.696;2.696;0.168;372;168;396;247;376;156;391;258
002327.png;Pedestrian;0.5;17;27.858;10.858;0.639;460;164;483;239;463;150;479;229
006121.png;Pedestrian;0.5;6;8.751;2.751;0.459;899;143;999;369;905;121;985;356
003753.png;Pedestrian;0.5;18;18.410;0.410;0.023;500;167;518;236;502;156;517;262
003464.png;Pedestrian;0.5;5;7.209;2.209;0.442;788;179;874;369;794;162;848;364
006121.png;Pedestrian;0.5;7;7.786;0.786;0.112;887;136;967;330;893;142;944;337
001487.png;Pedestrian;0.5;22;27.978;5.978;0.272;548;166;569;223;551;155;566;225
002496.png;Pedestrian;0.5;16;16.593;0.593;0.037;484;169;508;240;489;151;512;240
004546.png;Pedestrian;0.5;8;5.014;-2.986;0.373;86;146;174;315;85;96;156;359
002775.png;Pedestrian;0.5;19;18.361;-0.639;0.034;744;166;764;230;747;146;764;247
002775.png;Pedestrian;0.5;19;24.127;5.127;0.270;412;173;433;240;412;159;427;258
006589.png;Pedestrian;0.5;7;9.271;2.271;0.324;844;180;910;332;837;172;893;301
003753.png;Pedestrian;0.5;9;14.182;5.182;0.576;950;123;1011;289;969;114;1004;286
003649.png;Pedestrian;0.5;8;9.913;1.913;0.239;569;149;621;310;578;119;611;331
002775.png;Pedestrian;0.5;13;11.606;-1.394;0.107;682;170;713;265;685;138;714;277
004901.png;Pedestrian;0.5;8;3.626;-4.374;0.547;171;148;253;316;172;86;250;370
001360.png;Pedestrian;0.5;23;20.721;-2.279;0.099;544;165;562;224;540;158;560;235
000177.png;Pedestrian;0.5;14;15.654;1.654;0.118;1018;164;1053;247;1018;107;1050;260
003398.png;Pedestrian;0.5;6;4.898;-1.102;0.184;1023;160;1130;351;1033;131;1122;370
006337.png;Pedestrian;0.5;8;4.972;-3.028;0.379;227;151;286;313;235;124;271;346
004963.png;Pedestrian;0.5;12;12.167;0.167;0.014;333;165;364;272;336;135;370;274
001370.png;Pedestrian;0.5;7;8.243;1.243;0.178;270;145;333;341;287;157;327;360
002327.png;Pedestrian;0.5;29;40.843;11.843;0.408;417;169;431;210;422;167;432;215
004963.png;Pedestrian;0.5;11;11.066;0.066;0.006;774;155;821;269;779;132;810;292
002194.png;Pedestrian;0.5;19;23.497;4.497;0.237;732;179;758;241;732;155;753;237
001467.png;Pedestrian;0.5;7;10.870;3.870;0.553;218;166;277;347;232;152;275;370
004945.png;Pedestrian;0.5;23;41.216;18.216;0.792;456;170;471;222;461;169;472;215
000085.png;Pedestrian;0.5;9;10.665;1.665;0.185;304;177;359;304;314;147;354;315
005773.png;Pedestrian;0.5;22;26.300;4.300;0.195;445;169;464;224;443;146;461;219
002091.png;Pedestrian;0.5;5;11.344;6.344;1.269;1124;166;1214;373;1136;168;1185;368
007161.png;Pedestrian;0.5;11;14.649;3.649;0.332;797;148;847;267;810;96;845;263
001519.png;Pedestrian;0.5;7;4.803;-2.197;0.314;188;146;284;328;199;90;286;370
006749.png;Pedestrian;0.5;4;3.677;-0.323;0.081;185;110;302;369;207;68;284;370
000797.png;Pedestrian;0.5;25;26.439;1.439;0.058;697;183;717;234;701;166;716;251
001525.png;Pedestrian;0.5;10;9.581;-0.419;0.042;976;148;1031;277;977;115;1013;288
002725.png;Pedestrian;0.5;12;13.461;1.461;0.122;238;186;284;288;234;174;270;309
003758.png;Pedestrian;0.5;9;11.629;2.629;0.292;805;178;864;304;809;171;860;290
002792.png;Pedestrian;0.5;15;21.766;6.766;0.451;306;164;338;256;310;152;330;246
005784.png;Pedestrian;0.5;15;27.174;12.174;0.812;805;149;838;240;811;151;838;216
006971.png;Pedestrian;0.5;18;24.828;6.828;0.379;897;162;926;229;895;148;919;221
004657.png;Pedestrian;0.5;9;15.123;6.123;0.680;912;154;974;285;931;139;972;271
000902.png;Pedestrian;0.5;13;18.831;5.831;0.449;325;170;354;263;327;165;347;261
003455.png;Pedestrian;0.5;24;24.766;0.766;0.032;731;166;753;222;731;132;750;233
000422.png;Pedestrian;0.5;17;25.877;8.877;0.522;631;152;663;229;636;148;655;240
003398.png;Pedestrian;0.5;10;6.830;-3.170;0.317;617;153;664;296;616;144;660;305
002517.png;Pedestrian;0.5;11;17.223;6.223;0.566;66;183;103;302;62;170;103;300
005524.png;Pedestrian;0.5;32;37.814;5.814;0.182;558;179;575;219;564;166;574;219
002725.png;Pedestrian;0.5;6;11.977;5.977;0.996;132;174;247;373;124;149;229;340
006749.png;Pedestrian;0.5;5;4.174;-0.826;0.165;88;128;199;369;103;61;185;370
004583.png;Pedestrian;0.5;29;34.022;5.022;0.173;565;184;583;227;563;186;577;231
005571.png;Pedestrian;0.5;16;23.555;7.555;0.472;707;167;726;237;697;158;725;233
004782.png;Pedestrian;0.5;4;11.816;7.816;1.954;947;173;1065;374;976;130;1070;375
003753.png;Pedestrian;0.5;9;16.099;7.099;0.789;1030;136;1080;282;1030;70;1067;283
000265.png;Pedestrian;0.5;29;49.358;20.358;0.702;783;168;801;211;785;163;798;201
006749.png;Pedestrian;0.5;4;4.743;0.743;0.186;228;136;340;369;250;98;352;370
000206.png;Pedestrian;0.5;15;19.109;4.109;0.274;290;155;319;240;284;149;313;266
007182.png;Pedestrian;0.5;15;20.499;5.499;0.367;393;159;415;249;390;162;415;257
002476.png;Pedestrian;0.5;45;38.224;-6.776;0.151;398;179;409;208;398;174;407;224
005170.png;Pedestrian;0.5;3;7.128;4.128;1.376;896;119;1195;373;901;62;1124;374
001183.png;Car;0.5;13;17.804;4.804;0.370;345;180;487;274;346;173;469;272
