007073.png;Pedestrian;0.5;7;6.342;-0.658;0.094;707;141;789;326;725;126;774;326
002529.png;Pedestrian;0.5;7;9.094;2.094;0.299;472;161;530;331;480;155;522;330
006486.png;Pedestrian;0.5;7;7.589;0.589;0.084;173;143;262;335;209;134;257;345
001300.png;Pedestrian;0.5;7;13.067;6.067;0.867;342;137;407;331;357;132;404;327
003421.png;Pedestrian;0.5;7;10.195;3.195;0.456;485;157;553;333;502;154;543;330
002487.png;Pedestrian;0.5;8;6.810;-1.190;0.149;886;151;966;318;918;148;966;320
005744.png;Pedestrian;0.5;7;6.938;-0.062;0.009;777;142;829;322;768;147;815;324
000841.png;Pedestrian;0.5;8;9.766;1.766;0.221;675;155;730;309;686;155;725;305
006299.png;Pedestrian;0.5;8;12.770;4.770;0.596;366;134;440;300;378;121;423;300
004786.png;Pedestrian;0.5;7;5.495;-1.505;0.215;355;154;425;335;371;161;415;315
006458.png;Pedestrian;0.5;8;11.198;3.198;0.400;453;159;506;311;450;152;490;301
007269.png;Pedestrian;0.5;5;4.745;-0.255;0.051;415;153;487;369;409;123;486;370
004786.png;Pedestrian;0.5;9;10.578;1.578;0.175;168;150;229;308;181;144;218;316
007278.png;Pedestrian;0.5;8;11.211;3.211;0.401;499;155;566;309;506;160;547;306
004869.png;Pedestrian;0.5;7;4.886;-2.114;0.302;635;144;705;323;642;149;690;332
005301.png;Pedestrian;0.5;7;8.748;1.748;0.250;378;158;438;331;389;145;426;323
001348.png;Pedestrian;0.5;6;3.962;-2.038;0.340;416;145;507;352;410;128;507;342
005804.png;Pedestrian;0.5;5;4.318;-0.682;0.136;827;137;917;369;833;112;923;362
000764.png;Pedestrian;0.5;9;10.050;1.050;0.117;774;153;844;301;795;148;834;310
002775.png;Pedestrian;0.5;13;16.749;3.749;0.288;682;170;713;265;685;154;702;266
006478.png;Pedestrian;0.5;22;25.580;3.580;0.163;437;170;456;228;436;149;453;247
002583.png;Pedestrian;0.5;5;6.371;1.371;0.274;871;144;961;373;873;135;961;374
007448.png;Pedestrian;0.5;8;10.786;2.786;0.348;609;154;682;299;629;156;667;306
006804.png;Pedestrian;0.5;8;8.630;0.630;0.079;437;158;510;309;446;163;496;312
003753.png;Pedestrian;0.5;19;22.565;3.565;0.188;602;168;621;232;603;142;619;252
003753.png;Pedestrian;0.5;19;24.614;5.614;0.295;561;168;583;234;566;148;583;244
003047.png;Pedestrian;0.5;17;19.777;2.777;0.163;589;160;617;233;589;146;605;239
000177.png;Pedestrian;0.5;17;22.989;5.989;0.352;928;165;958;237;932;143;952;248
003464.png;Pedestrian;0.5;5;6.118;1.118;0.224;922;160;1012;369;911;146;998;367
003464.png;Pedestrian;0.5;9;11.514;2.514;0.279;540;145;596;282;551;143;584;273
003526.png;Pedestrian;0.5;6;2.970;-3.030;0.505;165;147;261;369;158;121;263;353
000085.png;Pedestrian;0.5;9;12.989;3.989;0.443;304;177;359;304;304;169;336;311
002487.png;Pedestrian;0.5;27;33.502;6.502;0.241;226;152;246;203;225;145;241;216
007023.png;Pedestrian;0.5;7;5.582;-1.418;0.203;455;147;550;328;476;156;533;311
003753.png;Pedestrian;0.5;18;22.163;4.163;0.231;500;167;518;236;501;148;518;246
006444.png;Pedestrian;0.5;8;4.723;-3.277;0.410;782;143;841;298;778;137;832;294
003398.png;Pedestrian;0.5;9;7.291;-1.709;0.190;711;145;782;302;731;160;774;300
003576.png;Pedestrian;0.5;7;6.202;-0.798;0.114;1044;141;1109;319;1051;124;1098;293
007464.png;Pedestrian;0.5;23;32.355;9.355;0.407;409;170;431;226;410;156;423;230
006453.png;Pedestrian;0.5;19;26.040;7.040;0.371;488;165;516;233;489;155;506;239
001370.png;Pedestrian;0.5;7;8.707;1.707;0.244;270;145;333;341;281;172;325;346
002247.png;Pedestrian;0.5;9;8.051;-0.949;0.105;706;133;761;298;707;142;756;278
003476.png;Pedestrian;0.5;9;9.913;0.913;0.101;471;157;546;299;485;154;531;303
003398.png;Pedestrian;0.5;10;13.303;3.303;0.330;652;150;712;285;671;161;705;286
003398.png;Pedestrian;0.5;24;29.682;5.682;0.237;249;155;270;210;253;131;270;225
006453.png;Pedestrian;0.5;20;21.048;1.048;0.052;658;171;682;234;664;150;683;241
006337.png;Pedestrian;0.5;8;11.663;3.663;0.458;227;151;286;313;242;134;277;326
003398.png;Pedestrian;0.5;6;4.938;-1.062;0.177;1023;160;1130;351;1024;137;1130;370
006453.png;Pedestrian;0.5;20;22.788;2.788;0.139;673;168;697;234;681;153;696;241
002487.png;Pedestrian;0.5;9;9.275;0.275;0.031;729;160;791;302;742;158;779;307
005524.png;Pedestrian;0.5;26;25.592;-0.408;0.016;495;178;514;226;498;155;515;238
006444.png;Pedestrian;0.5;5;7.110;2.110;0.422;37;147;167;373;37;141;137;374
002487.png;Pedestrian;0.5;11;11.816;0.816;0.074;479;158;524;277;481;137;509;282
001422.png;Pedestrian;0.5;7;4.857;-2.143;0.306;435;132;505;322;449;123;496;294
003398.png;Pedestrian;0.5;16;24.227;8.227;0.514;122;149;159;235;130;146;151;239
000764.png;Pedestrian;0.5;9;14.396;5.396;0.600;650;161;696;290;647;163;681;287
007464.png;Pedestrian;0.5;25;41.607;16.607;0.664;539;171;555;220;542;169;553;211
002583.png;Pedestrian;0.5;8;9.505;1.505;0.188;743;155;796;312;746;135;784;289
005817.png;Pedestrian;0.5;7;6.016;-0.984;0.141;957;143;1023;327;976;135;1013;331
005170.png;Pedestrian;0.5;7;6.777;-0.223;0.032;445;146;526;324;457;136;500;326
007161.png;Pedestrian;0.5;23;31.499;8.499;0.370;450;174;469;229;456;156;470;234
001106.png;Pedestrian;0.5;9;14.629;5.629;0.625;432;184;486;305;442;173;483;297
006749.png;Pedestrian;0.5;14;15.340;1.340;0.096;755;155;781;244;756;131;775;251
006121.png;Pedestrian;0.5;6;3.330;-2.670;0.445;899;143;999;369;890;134;996;353
006229.png;Pedestrian;0.5;20;22.979;2.979;0.149;899;162;921;224;897;148;918;245
003464.png;Pedestrian;0.5;4;4.189;0.189;0.047;659;166;799;369;666;139;785;370
006478.png;Pedestrian;0.5;10;9.891;-0.109;0.011;739;163;791;276;732;143;775;273
003047.png;Pedestrian;0.5;6;1.864;-4.136;0.689;1028;106;1115;337;1001;123;1112;350
000221.png;Pedestrian;0.5;8;10.027;2.027;0.253;838;173;873;308;839;171;887;315
002487.png;Pedestrian;0.5;10;14.402;4.402;0.440;520;155;569;292;522;160;550;284
003398.png;Pedestrian;0.5;24;35.604;11.604;0.484;209;151;233;208;209;147;229;210
007333.png;Pedestrian;0.5;15;22.816;7.816;0.521;732;165;766;257;736;160;754;266
003464.png;Pedestrian;0.5;5;5.128;0.128;0.026;788;179;874;369;763;148;875;368
006121.png;Pedestrian;0.5;7;6.447;-0.553;0.079;887;136;967;330;897;151;946;328
003464.png;Pedestrian;0.5;5;6.750;1.750;0.350;825;147;887;369;831;167;880;349
000764.png;Pedestrian;0.5;9;14.165;5.165;0.574;596;155;652;302;608;158;640;294
004337.png;Pedestrian;0.5;6;5.298;-0.702;0.117;1107;107;1223;343;1107;102;1208;358
001467.png;Pedestrian;0.5;7;4.554;-2.446;0.349;218;166;277;347;226;159;273;331
002487.png;Pedestrian;0.5;8;11.460;3.460;0.433;678;152;731;317;686;158;719;314
000902.png;Pedestrian;0.5;13;19.092;6.092;0.469;325;170;354;263;325;166;349;259
004963.png;Pedestrian;0.5;8;8.016;0.016;0.002;813;148;875;315;810;159;856;294
006749.png;Pedestrian;0.5;4;1.971;-2.029;0.507;185;110;302;369;191;111;297;355
002775.png;Pedestrian;0.5;19;26.010;7.010;0.369;744;166;764;230;745;161;768;232
000422.png;Pedestrian;0.5;6;6.230;0.230;0.038;94;162;191;373;54;116;176;374
002725.png;Pedestrian;0.5;6;5.941;-0.059;0.010;132;174;247;373;124;163;233;374
000422.png;Pedestrian;0.5;23;22.330;-0.670;0.029;357;164;379;219;357;149;375;245
003047.png;Pedestrian;0.5;4;2.626;-1.374;0.344;958;120;1077;373;937;123;1059;358
002583.png;Pedestrian;0.5;9;12.617;3.617;0.402;778;160;829;289;783;140;817;311
004674.png;Pedestrian;0.5;8;13.623;5.623;0.703;481;157;531;303;490;151;524;305
006121.png;Pedestrian;0.5;5;4.480;-0.520;0.104;817;141;913;369;828;123;940;359
004963.png;Pedestrian;0.5;8;5.598;-2.402;0.300;1098;141;1158;291;1097;136;1148;286
007123.png;Pedestrian;0.5;29;42.565;13.565;0.468;506;173;522;219;510;171;519;225
003306.png;Pedestrian;0.5;10;16.092;6.092;0.609;306;168;360;303;314;167;349;292
003790.png;Pedestrian;0.5;14;18.396;4.396;0.314;894;162;924;249;898;147;915;246
003758.png;Pedestrian;0.5;9;11.570;2.570;0.286;805;178;864;304;817;176;856;304
003464.png;Pedestrian;0.5;5;6.739;1.739;0.348;724;137;790;369;735;172;785;346
001106.png;Pedestrian;0.5;10;18.887;8.887;0.889;377;175;403;288;374;172;392;286
000764.png;Pedestrian;0.5;28;41.758;13.758;0.491;239;153;256;202;247;154;256;204
004963.png;Pedestrian;0.5;12;23.207;11.207;0.934;333;165;364;272;337;152;362;242
002725.png;Pedestrian;0.5;9;10.545;1.545;0.172;778;154;838;300;784;169;827;293
005825.png;Pedestrian;0.5;16;24.190;8.190;0.512;668;146;701;232;675;136;696;225
004782.png;Pedestrian;0.5;4;3.977;-0.023;0.006;947;173;1065;374;961;163;1086;360
003649.png;Pedestrian;0.5;8;8.496;0.496;0.062;569;149;621;310;578;141;610;328
004963.png;Pedestrian;0.5;11;5.600;-5.400;0.491;774;155;821;269;781;137;820;282
004963.png;Pedestrian;0.5;11;21.206;10.206;0.928;239;165;289;283;238;170;275;280
001467.png;Pedestrian;0.5;6;4.052;-1.948;0.325;247;165;328;374;220;137;324;351
004508.png;Pedestrian;0.5;8;8.410;0.410;0.051;439;142;506;302;449;151;494;300
007333.png;Pedestrian;0.5;15;19.194;4.194;0.280;757;167;791;254;762;153;783;269
