004786.png;Pedestrian;0.5;9;11.685;2.685;0.298;168;150;229;308;186;148;218;313
001300.png;Pedestrian;0.5;7;9.244;2.244;0.321;342;137;407;331;359;130;401;346
005744.png;Pedestrian;0.5;7;13.933;6.933;0.990;777;142;829;322;770;145;816;321
003421.png;Pedestrian;0.5;7;13.016;6.016;0.859;485;157;553;333;509;134;549;338
000764.png;Pedestrian;0.5;8;8.979;0.979;0.122;767;149;830;314;780;130;816;338
002583.png;Pedestrian;0.5;6;13.734;7.734;1.289;844;157;895;346;843;143;883;326
003398.png;Pedestrian;0.5;9;12.611;3.611;0.401;711;145;782;302;735;150;772;301
007073.png;Pedestrian;0.5;7;14.154;7.154;1.022;707;141;789;326;728;142;771;321
002583.png;Pedestrian;0.5;8;15.116;7.116;0.889;743;155;796;312;741;154;789;295
000764.png;Pedestrian;0.5;9;10.803;1.803;0.200;774;153;844;301;798;137;838;313
005825.png;Pedestrian;0.5;16;29.459;13.459;0.841;668;146;701;232;677;137;697;226
007464.png;Pedestrian;0.5;23;26.472;3.472;0.151;409;170;431;226;407;156;425;235
002583.png;Pedestrian;0.5;9;15.894;6.894;0.766;778;160;829;289;782;144;819;309
002487.png;Pedestrian;0.5;10;17.452;7.452;0.745;520;155;569;292;516;163;556;289
005825.png;Pedestrian;0.5;16;24.427;8.427;0.527;720;152;748;231;721;139;741;241
003047.png;Pedestrian;0.5;17;23.778;6.778;0.399;641;161;666;232;646;141;665;249
002487.png;Pedestrian;0.5;8;12.405;4.405;0.551;678;152;731;317;687;144;718;315
003526.png;Pedestrian;0.5;6;6.946;0.946;0.158;165;147;261;369;171;111;246;366
003464.png;Pedestrian;0.5;9;11.395;2.395;0.266;649;150;696;276;648;131;679;275
002529.png;Pedestrian;0.5;7;9.876;2.876;0.411;472;161;530;331;483;155;524;325
005902.png;Pedestrian;0.5;11;13.651;2.651;0.241;251;167;305;279;254;135;294;321
002487.png;Pedestrian;0.5;27;32.345;5.345;0.198;226;152;246;203;226;142;244;219
002487.png;Pedestrian;0.5;11;18.116;7.116;0.647;567;153;624;279;582;156;614;292
002496.png;Pedestrian;0.5;16;23.980;7.980;0.499;508;173;532;240;503;157;525;239
000764.png;Pedestrian;0.5;9;13.299;4.299;0.478;596;155;652;302;605;148;647;302
006121.png;Pedestrian;0.5;5;6.065;1.065;0.213;817;141;913;369;813;142;888;370
004786.png;Pedestrian;0.5;9;11.395;2.395;0.266;236;166;283;302;232;157;264;306
005817.png;Pedestrian;0.5;7;13.025;6.025;0.861;957;143;1023;327;973;145;1015;325
003398.png;Pedestrian;0.5;6;4.265;-1.735;0.289;1023;160;1130;351;1036;143;1120;370
000142.png;Pedestrian;0.5;35;42.469;7.469;0.213;656;160;672;199;658;158;671;201
002496.png;Pedestrian;0.5;16;25.981;9.981;0.624;484;169;508;240;490;159;511;235
000764.png;Pedestrian;0.5;9;15.738;6.738;0.749;650;161;696;290;639;148;683;300
003047.png;Pedestrian;0.5;6;5.066;-0.934;0.156;1028;106;1115;337;1011;108;1109;358
003398.png;Pedestrian;0.5;8;14.457;6.457;0.807;709;149;768;320;713;156;751;296
003398.png;Pedestrian;0.5;10;16.226;6.226;0.623;652;150;712;285;667;159;707;292
003455.png;Pedestrian;0.5;15;25.401;10.401;0.693;469;170;498;250;471;152;492;244
004963.png;Pedestrian;0.5;8;12.849;4.849;0.606;813;148;875;315;815;137;852;325
007161.png;Pedestrian;0.5;25;41.469;16.469;0.659;574;175;590;225;575;169;585;219
005773.png;Pedestrian;0.5;22;35.420;13.420;0.610;445;169;464;224;448;169;459;223
000085.png;Pedestrian;0.5;9;9.306;0.306;0.034;304;177;359;304;311;150;350;323
006589.png;Pedestrian;0.5;7;14.635;7.635;1.091;844;180;910;332;843;165;889;305
000764.png;Pedestrian;0.5;9;13.343;4.343;0.483;563;160;621;315;582;159;627;296
006444.png;Pedestrian;0.5;9;15.878;6.878;0.764;226;157;275;298;220;157;263;295
002725.png;Pedestrian;0.5;9;12.133;3.133;0.348;778;154;838;300;784;152;816;304
001370.png;Pedestrian;0.5;7;5.803;-1.197;0.171;270;145;333;341;286;155;325;324
003758.png;Pedestrian;0.5;9;11.212;2.212;0.246;805;178;864;304;813;164;857;297
006121.png;Pedestrian;0.5;7;4.646;-2.354;0.336;887;136;967;330;875;118;963;360
002583.png;Pedestrian;0.5;9;14.260;5.260;0.584;713;156;753;287;723;152;764;293
004963.png;Pedestrian;0.5;7;10.846;3.846;0.549;725;158;785;325;741;130;778;320
003576.png;Pedestrian;0.5;7;16.373;9.373;1.339;1044;141;1109;319;1053;147;1098;316
004250.png;Pedestrian;0.5;9;13.442;4.442;0.494;277;157;341;290;297;137;334;281
006486.png;Pedestrian;0.5;7;16.914;9.914;1.416;926;168;999;322;935;166;982;303
007333.png;Pedestrian;0.5;15;24.747;9.747;0.650;732;165;766;257;733;164;751;263
000841.png;Pedestrian;0.5;8;13.156;5.156;0.644;675;155;730;309;681;149;721;308
003047.png;Pedestrian;0.5;17;24.881;7.881;0.464;589;160;617;233;597;144;616;242
003074.png;Pedestrian;0.5;12;19.217;7.217;0.601;776;153;819;254;773;126;816;271
006444.png;Pedestrian;0.5;5;5.598;0.598;0.120;37;147;167;373;59;141;165;374
003649.png;Pedestrian;0.5;8;12.101;4.101;0.513;569;149;621;310;574;158;620;304
002327.png;Pedestrian;0.5;17;30.011;13.011;0.765;460;164;483;239;463;161;482;231
003753.png;Pedestrian;0.5;19;22.224;3.224;0.170;561;168;583;234;565;161;581;255
005170.png;Pedestrian;0.5;7;16.364;9.364;1.338;445;146;526;324;452;152;505;302
003753.png;Pedestrian;0.5;27;39.464;12.464;0.462;585;166;604;216;589;168;601;216
003398.png;Pedestrian;0.5;10;13.218;3.218;0.322;617;153;664;296;618;159;658;294
003398.png;Pedestrian;0.5;16;18.807;2.807;0.175;122;149;159;235;121;126;161;250
000177.png;Pedestrian;0.5;17;27.045;10.045;0.591;928;165;958;237;931;146;950;243
002954.png;Pedestrian;0.5;8;11.290;3.290;0.411;808;182;875;322;810;161;859;313
004583.png;Pedestrian;0.5;29;40.881;11.881;0.410;565;184;583;227;568;184;579;237
001106.png;Pedestrian;0.5;27;29.899;2.899;0.107;566;168;588;216;567;159;588;229
002715.png;Pedestrian;0.5;33;49.383;16.383;0.496;739;173;750;212;736;173;749;213
001467.png;Pedestrian;0.5;7;14.122;7.122;1.017;218;166;277;347;234;137;270;347
004250.png;Pedestrian;0.5;10;13.002;3.002;0.300;334;157;377;286;343;138;378;308
004963.png;Pedestrian;0.5;11;16.114;5.114;0.465;239;165;289;283;231;154;280;270
